Titulo,Anio,Valoracion,Genero
Day of the Mummy,2014,2.2,Terror
Renaissance,2006,6.9,Thriller
Howl (Aullido),2015,6.0,Terror
Presión,2015,5.7,Thriller
Infierno Blanco,2012,6.8,Thriller
La Gran Ola,2017,7.4,Documental
21 x New York,2016,7.8,Documental
El Hipnotista,2016,6.3,Documental
La teoría sueca del amor,2016,7.8,Documental
Los recuerdos,2014,7.2,Comedia
3 Corazones,2014,6.7,Romántica
Variaciones de Glenn Gould,2006,8.3,Documental musical
Janis,2015,8.3,Documental musical
Leonard Cohen: Bird on a wire,2010,8.5,Documental
20.000 días en la tierra,2014,8.1,Documental musical
Mi casa en París,2014,7.1,Romántica
Serena,2014,6.2,Drama
Pequeñas mentiras sin importancia,2010,7.0,Drama
Night Moves,2013,6.7,Thriller
Ha llegado un inspector,2015,7.8,Thriller
Calabria (Anime Nere),2014,7.5,Thriller
El Irlandés,2011,7.4,Thriller
Excision,2012,6.0,Comedia
El Reino de Dunark,2015,6.8,Aventuras
The Assassin,2015,7.0,Aventuras
The Grandmaster,2011,7.3,Acción
600 millas,2015,6.5,Thriller
Margin Call,2010,7.5,Thriller
El Club,2015,7.6,Drama
Una Segunda Oportunidad,2014,7.4,Thriller
Todo saldrá bien,2014,6.8,Drama
Relatos Salvajes,2014,8.3,Comedia
La fórmula de la felicidad,2014,6.2,Comedia
La Señorita Julia,2014,6.9,Drama
Una Segunda Madre,2015,8.2,Drama
Siempre Alice,2014,7.8,Drama
Mommy,2014,8.4,Drama
Una nueva amiga,2014,7.2,Drama
Operación Anthropoid,2016,7.5,Thriller
Rams (El valle de los carneros),2015,7.8,Drama
Les Combattants,2014,6.7,Romántica
El viaje de tu vida (Tracks),2013,7.6,Aventuras
Negociador,2014,6.8,Drama
Lilting,2014,8.0,Drama
Lost River,2014,7.0,Drama
Blind,2014,7.2,Drama
Marea letal,2012,6.2,Acción
Venus: confesiones desnudas,2017,7.7,Documental
Electric Boogaloo: la loca historia de Cannon Films,2014,7.7,Documental
Mi amigo Kubrick,2016,7.6,Documental
Lost Soul,2015,7.8,Documental
Mi Familia Italiana,2015,6.3,Comedia
La Fiesta de Despedida,2014,7.8,Comedia
El Padre (The Cut),2014,7.7,Drama
Una familia de Tokio,2013,8.2,Drama
Eden: Lost in Music,2014,6.7,Drama
Hipócrates,2014,7.5,Drama
Tenemos que hablar de Kevin,2011,7.7,Thriller
Bella Durmiente,2016,6.4,Romántica
Camaleón,2016,5.8,Thriller
Ira,2016,6.6,Thriller
La wedding planner,2017,6.4,Romántica
Nahid,2015,7.5,Drama
Mil veces buenas noches,2013,7.7,Drama
El verano de sus vidas,2012,6.7,Drama
Los comensales,2016,7.7,Documental
Hotel Europa,2016,6.7,Drama
La Ley,2015,7.6,Biopic
Hannah Arendt,2012,8.0,Biopic
The Harvest,2013,6.0,Terror
Dos colegas al rescate,2015,7.1,Comedia
Phantom Boy,2015,8.1,Infantil
Orm en el reino de las nieves,2014,7.1,Infantil
Khumba,2013,7.6,Animación
Ya te extraño,2015,6.9,Romántica
No se aceptan devoluciones,2013,6.2,Drama
Coldwater,2013,6.6,Drama
Perros Rabiosos,2015,6.3,Thriller
Bloodsucking Bastards,2015,6.1,Terror
Oculus. El Espejo del Mal,2013,6.4,Thriller
Mientras ellas duermen,2016,6.5,Thriller
La Doncella,2016,8.5,Drama
Luna de miel sorpresa,2016,5.4,Comedia
Desmontando a Philip,2014,6.5,Drama
Flirteando con el amor,2014,5.8,Comedia
Un amor de verano,2015,7.8,Romántica
It's not the time of my life,2016,6.7,Comedia
Ilegitim,2016,7.0,Drama
Queen of Earth,2015,6.7,Drama
No tendrás mi odio,2016,6.8,Documental
ISIS: El nacimiento de un monstruo,2017,7.5,Documental
Complicit: El precio de la tecnología,2017,7.7,Documental
Girls War,2016,8.6,Documental
Suburra,2015,7.8,Thriller
Por encima de la Ley,2015,7.1,Acción
El Redentor,2014,6.6,Thriller
"Revolución, el cruce de los Andes",2009,5.5,Aventuras
Tender Mercies,1984,7.4,Cine clásico
El cantor de Jazz,1980,5.3,Cine clásico
El fantasma de la libertad,1974,7.4,Cine clásico
Sid y Nancy,1986,6.8,Cine clásico
El Debut,2016,7.1,Documental
Vania en la calle 42,1994,8.2,Cine clásico
Mi cena con André,1981,8.1,Drama
Las falsas confidencias,2016,5.7,Comedia
Safari,2016,7.1,Documental
Empatía,2017,8.5,Documental
Angry Inuk,2016,8.5,Documental
Caballo Ganador,2015,8.1,Comedia
The Love Witch,2016,7.0,Romántica
Callback,2016,6.9,Thriller
Amama,2015,8.1,Drama
El Acompañante,2015,6.5,Drama
"Yo, Olga Hepnarová",2016,7.0,Biopic
Heimat - La Otra Tierra,2014,8.1,Drama
Parásito,2014,6.9,Terror
Parásito 2,2014,6.5,Ciencia ficción
Out of Nature,2014,7.0,Drama
Chemsex,2015,7.9,Documental
Soñadores,2003,7.0,Drama
A Escondidas,2014,7.6,Drama
El cadáver de Anna Fritz,2015,6.3,Thriller
Twin Peaks: fuego camina conmigo,1992,7.5,Terror
¡Gracias Jefe!,2016,8.3,Comedia
Citizenfour,2014,8.6,Thriller
Exit Through the Gift Shop,2010,8.2,Documental
El amor es un crimen perfecto,2013,6.4,Drama
Amor a Segunda Vista,2014,6.3,Romántica
El Capital Humano,2014,7.8,Thriller
El tiempo de los amantes,2013,7.3,Drama
El caso SK1,2014,7.3,Thriller
Un Plan Perfecto,2015,6.6,Thriller
El Rey Tuerto,2016,7.3,Comedia
Las amigas de Àgata,2014,6.2,Drama
Magical Girl,2014,7.9,Thriller
10.000 Km,2014,7.1,Drama
La vida de Adèle,2013,8.2,Drama
El regalo,2015,7.4,Thriller
13 minutos para matar a Hitler,2015,7.5,Biopic
Macbeth,2015,7.7,Bélico
Noble,2014,7.5,Biopic
Phoenix,2014,7.6,Thriller
Gloria,2013,7.7,Drama
Madre e Hijo,2013,7.5,Drama
Ignacio de Loyola,2016,6.1,Biopic
Todo sobre el asado,2016,6.6,Documental
El Culpable,2015,7.3,Drama
La Caza,2012,8.4,Drama
En tierra hostil,2009,7.4,Drama
Un monstruo en mi puerta,2014,7.4,Thriller
Taxi Teherán,2015,7.6,Documental
Nunca es demasiado tarde,2013,7.8,Comedia
La Cocinera del Presidente,2012,6.6,Comedia
El discurso del rey,2010,7.8,Biopic
Voces de Chernobyl,2016,8.2,Documental
The Seasons in Quincy,2016,7.4,Documental
Los desaparecidos de Siria: el caso contra Assad,2017,7.0,Documental
Red Army,2013,8.3,Documental
La chica satélite y el chico vaca,2014,6.8,Animación
Lucky Luke,2009,4.4,Comedia
Mr. Turner,2014,7.4,Biopic
La Venus de las Pieles,2013,7.9,Comedia
Un Asunto Real,2012,8.2,Biopic
Melancolía,2011,7.9,Ciencia ficción
Mi vida a los sesenta,2014,6.8,Romántica
"Dos días, una noche",2014,7.8,Drama
La Parte de los Ángeles,2012,7.6,Comedia
La Isla del Viento,2015,8.2,Biopic
Papeles en el viento,2015,6.0,Comedia
A Esmorga,2014,7.9,Drama
Sicixia,2016,6.2,Drama
"Abbado, el último tour",2014,8.9,Conciertos y Óperas
El ruiseñor y la noche,2016,7.6,Documental musical
Peter Handke,2016,7.3,Documental
Grabbers,2012,6.6,Terror
The Host (La Huesped),2013,6.0,Romántica
Attack the Block,2011,7.1,Comedia
Take Shelter,2011,7.6,Thriller
Camina conmigo,2017,7.5,Documental
Pieles,2017,6.2,Drama
Los últimos cinco años,2015,5.4,Musical
Dirty Dancing,1987,7.6,Cine clásico
Al final de la escalera,1980,7.8,Cine clásico
Exorcismo en el Vaticano,2015,5.3,Terror
Daybreakers,2009,6.4,Ciencia ficción
Personal Shopper,2016,6.2,Thriller
Gerhard Richter: Painting,2011,7.5,Documental
En el mismo barco,2016,8.2,Documental
Amateurs en el espacio,2016,6.0,Ciencia ficción
Mi querida España,2015,8.0,Documental
El bailarín del desierto,2014,7.9,Biopic
Café de Flore,2011,7.8,Drama
La delicadeza,2011,7.3,Romántica
Pollo con Ciruelas,2011,7.2,Drama
Frank Sinatra: La voz de América,2015,7.2,Documental musical
Marlon Brando: Un actor llamado deseo,2014,7.8,Cine clásico
Roxanne Lowit: magic moments,2016,6.1,Documental
Arthur Miller: un hombre de su siglo,2015,7.6,Documental
El amor está en el aire,2013,6.3,Romántica
Love & Bruises,2011,6.1,Drama
Admiral (El Almirante),2015,6.1,Aventuras
Héctor y el Secreto de la Felicidad,2014,7.0,Comedia
Sky Captain y el mundo de mañana,2004,6.2,Aventuras
A Good American,2015,8.0,Documental
The Visit,2015,6.5,Documental
Los últimos días en Marte,2013,6.3,Ciencia ficción
Enamorarse,2013,6.5,Romántica
El pasado,2013,7.9,Drama
Blue Valentine,2010,7.7,Drama
Barcelona noche de verano,2013,6.9,Comedia
Un Bacio,2016,7.3,Romántica
Barcelona noche de invierno,2015,6.9,Romántica
En Acabar,2016,6.2,Romántica
Hotel Dallas,2016,7.0,Documental
Zoology,2016,6.9,Ciencia ficción
La Ley de la Jungla,2016,5.7,Comedia
Jauja,2014,6.4,Drama
Después de esto,2015,7.0,Thriller
Heaven Knows What,2014,7.2,Drama
"Oslo, 31 de agosto",2011,7.8,Drama
Después de Lucía,2012,7.3,Drama
¿Quién es Emmanuel Macron?,2016,6.7,Documental
"Macron, camino al Elíseo",2017,7.8,Documental
Putin Forever?,2016,4.3,Documental
"Angela Merkel, la imprevista",2016,7.6,Documental
Gente en sitios,2013,6.1,Comedia
Esa sensación,2015,6.9,Drama
Oleg y las raras artes,2016,7.5,Documental musical
Las Altas Presiones,2014,6.7,Drama
Benito Sansón y los taxis rojos,2014,8.1,Infantil
Lupin y el corazón púrpura de Cleopatra,2014,7.0,Thriller
Burke & Hare,2010,6.7,Comedia
Thirst,2009,7.1,Terror
El reino de las ranas,2013,6.8,Comedia
Animaladas de cine,2017,8.2,Infantil
La canción del mar,2014,8.7,Animación
Timbuktú,2014,7.8,Drama
White God (Dios Blanco),2014,6.4,Drama
Difret,2014,8.0,Drama
Caza a la Espía,2010,7.0,Thriller
Alabama Monroe,2012,8.1,Musical
Grandes Esperanzas,2012,6.4,Romántica
Declaración de Guerra,2011,7.7,Drama
"Nader y Simin, una separación",2011,8.4,Drama
Corrupción y poder,2016,5.8,Thriller
El precio de la fama,2014,6.9,Comedia
Uno tras otro,2014,7.3,Thriller
La mejor oferta,2013,7.6,Thriller
El Gruñón,2014,7.0,Comedia
El Mundo de Kanako,2014,6.9,Thriller
El Apóstata,2015,6.1,Comedia
Francisco (El Padre Jorge),2015,7.0,Biopic
ClownTown,2016,4.3,Terror
Clowntergeist,2017,4.3,Terror
The Human Race,2013,4.9,Ciencia ficción
Beyond the Gates,2016,5.2,Terror
Luces de París,2014,6.9,Comedia
La Sal de la Tierra,2014,9.1,Documental
La Dama de Hierro,2011,6.5,Biopic
Bridgend,2015,6.6,Thriller
Dear White People,2014,6.9,Comedia
The Tribe,2014,7.4,Drama
Io e Lei,2015,7.0,Romántica
Viajo sola,2013,6.6,Romántica
Viva la libertà,2013,7.4,Comedia
Aves de Paso,2015,7.7,Aventuras
Microbe y Gasoil,2015,7.4,Aventuras
Jack,2014,8.0,Drama
Smoking Club,2017,6.1,Comedia
Small Time,2014,6.3,Drama
Vidas criminales,2013,6.8,Thriller
Frances,1982,8.2,Biopic
Verano de Corrupción,1998,6.9,Thriller
Plenty,1985,5.8,Cine clásico
La muerte en directo,1980,7.5,Cine clásico
"Mi ""perfecta"" hermana",2015,7.7,Drama
Mis Hijos,2014,7.7,Drama
"No llores, vuela",2014,7.2,Drama
Jimmy P.,2013,6.8,Drama
Le Week-End,2013,7.4,Romántica
Antes del anochecer,2013,7.5,Romántica
The Deep Blue Sea,2011,6.5,Romántica
Así empezó Hollywood,1976,6.3,Cine clásico
"Danzad, danzad, malditos",1969,8.3,Cine clásico
Los Cuentos de Hoffmann,1951,7.5,Cine clásico
Corazón de León,2013,6.7,Romántica
Mejor otro día,2014,6.0,Romántica
La Mirada del Amor,2013,6.5,Drama
El Otro Sr. Klein,1976,7.7,Thriller
Mi amigo Mr. Morgan,2013,7.2,Drama
Caza bajo el Sol,2014,6.7,Thriller
El falsificador,2014,6.3,Thriller
Emperador,2012,7.2,Bélico
Sin Tregua,2012,7.1,Thriller
Eastern Business,2016,7.2,Comedia
Angels of Revolution,2014,6.9,Drama
Anisoara,2016,6.2,Drama
Mellow Mud,2016,7.7,Drama
No escaparás de Lituania,2016,5.4,Drama
Wasted Youth,2011,5.0,Drama
Jesús,2016,6.4,Drama
Something must break,2014,7.4,Drama
Antes del frío invierno,2013,6.7,Drama
Una Vida Sencilla,2011,7.8,Drama
Tentación en Manhattan,2011,5.9,Romántica
El hombre orquesta,2017,7.1,Documental musical
La leyenda de Ben Hall,2017,5.0,Drama
México Barbaro,2015,4.8,Terror
Donkeyote,2017,8.5,Documental
Memorias de una doncella,1946,6.6,Drama
Rastro de sangre,2016,3.5,Terror
El Ogro,1996,7.0,Bélico
Zulú (1964),1964,8.5,Cine clásico
Pan Tadeusz,1999,7.4,Drama
"El lápiz, la nieve y la hierba",2017,7.3,Documental
Por la gracia de Luis,2009,6.7,Documental
Primer Ministro,2016,4.4,Thriller
El tigre dormido,1954,7.0,Cine clásico
Algo más que una pasión,2014,8.0,Documental
Amazona,2016,7.9,Documental
Asesinato en el Orient Express,1974,7.7,Thriller
El caso de Hana y Alice,2015,7.8,Comedia
La sombra del actor,2014,7.2,Drama
Persona,1966,8.8,Cine clásico
El amo del calabozo,1984,4.5,Cine clásico
Más allá de la duda,1956,7.5,Cine clásico
Sucesos en la cuarta fase,1974,7.1,Documental
Mesas separadas,1958,8.4,Cine clásico
El muelle de las brumas,1938,7.9,Thriller
Fresas salvajes,1957,8.3,Drama
El Mercader de Venecia,2004,7.9,Drama
En un paisaje imaginado,2013,8.8,Documental
La decisión de Julia,2015,7.3,Drama
Un amor de verano (1976),1976,7.0,Cine clásico
Leonard Bernstein. Relfections,1978,8.1,Cine clásico
"Gatos, un viaje de vuelta a casa",2016,8.3,Animación
Ekaj,2015,5.7,Drama
La puerta abierta,2016,7.5,Comedia
Un marido rico,1942,7.7,Comedia
Matinee,1993,7.2,Comedia
Badia Rock City,2016,7.0,Documental musical
The Clown,2014,5.4,Terror
Trapcelona,2016,6.7,Documental musical
"La Redota, una historia de Artigas",2011,6.9,Biopic
El último maestro ruso,2017,7.9,Documental
Cara a cara,1976,8.0,Cine clásico
Fin de Semana,2016,5.8,Drama
Selma,2014,7.8,Biopic
Justice,2017,5.0,Thriller
Mayor Dundee,1965,7.4,Western
Gracias por la lluvia,2017,8.9,Documental
Fanny,1961,7.7,Cine clásico
Sonata de otoño,1978,8.7,Cine clásico
"Hidalgo, la historia jamás contada",2010,6.6,Aventuras
"José Martí, el ojo del canario",2009,8.3,Biopic
"Bolívar, el hombre de las dificultades",2013,4.8,Biopic
Manic Pixie Dream Girl (An Internet Love Story),2013,6.3,Drama
Teresa y Tim,2017,8.3,Aventuras
Flor de azúcar,2016,6.5,Drama
Flash Gordon,1980,6.5,Aventuras
Imitación a la vida,1959,8.4,Drama
Dejad paso al mañana,1937,8.6,Drama
"Bésame, tonto",1964,7.9,Cine clásico
Un fantasma al sol del mediodía,1973,6.0,Cine clásico
La dama del expreso,1979,7.6,Cine clásico
Aún no has visto nada,2012,7.0,Drama
Me hicieron un fugitivo,1947,6.7,Drama
El pacto de Berlín,1985,6.3,Cine clásico
The King of Rock and Roll,2016,6.9,Documental musical
La Gran Huída,1984,6.8,Cine clásico
Rosa Chumbe,2015,7.0,Drama
Moderato cantabile,1960,7.2,Drama
"Fischer-Dieskau, últimas palabras",2013,9.0,Documental musical
"Pollini, la nota justa",2015,9.1,Conciertos y Óperas
Conversaciones con Rozhdestvensky,2015,7.9,Documental
"Boulez, heredando el futuro de la música",2010,7.6,Conciertos y Óperas
Nagore,2010,7.5,Documental
#RealMovie,2013,5.3,Thriller
Manuel Quiroga,2015,6.8,Documental
31st Haul,2013,5.7,Documental
Rag Union,2015,7.6,Drama
Chantaje en Broadway,1957,8.0,Cine clásico
La Marsellesa,1938,8.3,Aventuras
Desierto Líquido,2016,8.6,Documental
Un mundo de fantasía (Willy Wonka y la Fábrica de Chocolate),1971,8.5,Cine clásico
Ladrón,1981,7.6,Drama
Operación Whisky,1964,6.8,Cine clásico
Laberinto de pasiones,1982,6.8,Cine clásico
Rebelión a Bordo,1962,8.3,Cine clásico
El mono borracho en el ojo del tigre,1978,8.0,Cine clásico
El Forajido,1943,6.5,Cine clásico
"Richard, la cigüeña",2017,8.0,Infantil
"Mrs. Soffel, una historia real",1984,7.2,Cine clásico
El cuchitril de Joe,1996,6.5,Musical
Waxwork II: El misterio de los agujeros negros,1992,5.1,Comedia
Juana de Arco en la hoguera,2015,8.6,Conciertos y Óperas
La píldora más deseada,2017,7.4,Documental
Un verano con Mónica,1953,8.0,Cine clásico
De repente,2016,4.6,Thriller
Sasha,2016,6.9,Drama
El Pasaje,1977,6.8,Cine clásico
Hana y Alice,2004,7.7,Romántica
Otra vuelta de tuerca,1985,7.8,Thriller
El Bosque de las Almas Perdidas,2017,5.7,Drama
Sex Is Comedy,2002,6.2,Romántica
Romance X,1999,5.4,Erótica
Entre adultos,2006,6.7,Romántica
El único testigo,1954,6.5,Thriller
White Waves,2016,8.6,Documental
Night School,1981,6.7,Cine clásico
Las aventuras de Buckaroo Banzai,1984,6.0,Ciencia ficción
Un diván en Nueva York,1996,6.3,Romántica
Desierto en tu mente,2017,7.4,Drama
Pequeños Golpes,2014,6.8,Romántica
Habitación 304,2011,6.5,Drama
Vestida para matar,1980,7.5,Cine clásico
La niebla,2007,7.1,Terror
Shutter Island,2009,7.6,Thriller
Outlaws and Angels,2016,6.5,Acción
El hombre de Río,1964,6.7,Cine clásico
La invasión de los ultracuerpos,1978,8.2,Terror
Traición sin límites,1987,6.5,Cine clásico
La fuerza del destino,1948,8.0,Drama
Humanoides del abismo,1980,6.1,Cine clásico
El reto del samurai,1982,6.1,Cine clásico
Creepshow,1982,6.8,Cine clásico
La Noche,2016,4.4,Drama
Max mon amour,1986,5.3,Cine clásico
El amor de Swann,1983,8.0,Cine clásico
Hail,2011,6.8,Thriller
La carrera de la muerte del año 2000,1975,6.0,Ciencia ficción
El Secreto del Mal,2014,5.8,Terror
Ghostland,2016,7.8,Comedia
Los Superheroes,2017,4.8,Acción
Terror Final,1983,5.8,Cine clásico
Lobos humanos,1981,7.0,Cine clásico
Patria,2017,3.8,Aventuras
Mandy,1952,7.1,Drama
La clave del éxito,1983,4.7,Cine clásico
Flores en el ático,1987,5.5,Drama
Johnny el guapo,1989,6.2,Cine clásico
Muerte en Venecia (ópera),2013,8.0,Conciertos y Óperas
Los bicivoladores,1983,6.2,Aventuras
Las cuatro plumas,1939,8.1,Bélico
Traffic,2000,8.0,Thriller
Agnes,2016,6.1,Romántica
El Perdido,2016,7.0,Drama
La mujer de paja,1964,7.3,Cine clásico
Rara,2017,7.5,Drama
El Hombre Elefante,1980,8.3,Biopic
Harry Dean Stanton: Partly Fiction,2012,8.3,Documental
Rawhead Rex,1986,4.9,Cine clásico
Granja maldita,1987,5.1,Cine clásico
Casamance: La banda sonora de un viaje,2016,8.4,Documental musical
Fraga y Fidel sin embargo,2012,7.6,Documental
Jardines de plomo,2017,7.0,Documental
Pixi Post y los genios de la Navidad,2016,8.8,Aventuras
Phenomena,1985,7.6,Cine clásico
Sangre Fresca,1992,6.2,Terror
Lo que vale un peine,2015,7.8,Documental
El amante de Lady Chatterley,1981,5.4,Erótica
Toma el dinero y corre,1969,7.6,Cine clásico
El marido de la peluquera,1990,7.4,Cine clásico
El regreso de los muertos vivientes,1985,7.3,Cine clásico
El guerrero americano II: La confrontación,1987,5.6,Cine clásico
La Alta Sociedad,2016,5.9,Drama
Le Cancre,2016,5.9,Musical
El sirviente,1963,8.0,Drama
Van Gogh,1991,7.4,Cine clásico
"Van Gogh, la película",1990,7.1,Cine clásico
Gold (Oro),1974,6.8,Cine clásico
"Europa, de Lars von Trier",1991,7.8,Cine clásico
Historias de terror,1962,7.2,Terror
Darling,1965,7.5,Drama
La Bestia Humana,1938,8.1,Drama
Dragon Master,2015,7.3,Acción
Paternity Leave,2015,5.4,Romántica
Amar,2017,6.4,Drama
Death Note,2006,6.4,Thriller
Death Note: El Último Nombre,2006,7.6,Thriller
Death Note: El Nuevo Mundo,2016,5.0,Thriller
El regreso de la mosca,1959,6.6,Terror
Llegan sin avisar,1980,4.9,Cine clásico
Ambiciosa,1947,8.3,Cine clásico
La oscura noche del espantapájaros,1981,6.7,Cine clásico
Las llaves de la memoria,2016,8.7,Documental
Aunque tú no lo sepas,2016,8.5,Documental
Streetkids United II,2015,8.0,Documental
Invasores de Marte,1986,6.3,Cine clásico
Mientras Nueva York Duerme,1956,7.3,Thriller
La Pasión de Cristo,2004,7.2,Drama
"Robinù, los niños de la mafia",2016,7.0,Documental
Apaporis,2012,7.3,Documental
Colisión,2016,5.3,Drama
La leyenda de la mansión del infierno,1973,6.8,Terror
I am Gagarin,2017,6.6,Documental musical
Al filo del abismo,1988,7.8,Cine clásico
Billy Budd,2010,8.0,Conciertos y Óperas
La secta,2015,4.5,Ciencia ficción
Godless,2016,6.7,Drama
Lo que el día debe a la noche,2012,7.2,Drama
El sistema,2008,8.4,Documental musical
Argerich Legendaria,2011,7.9,Conciertos y Óperas
La mejor opción,2016,7.2,Drama
Los juncos salvajes,1994,7.6,Cine clásico
La mansión de la playa,2016,5.5,Drama
Bob el Jugador,1956,7.6,Cine clásico
Ran,1985,8.7,Drama
Corazones indomables,1939,7.0,Cine clásico
Coma,1978,6.9,Thriller
Bajo sospecha,1982,6.4,Cine clásico
Pasaje para un coche fúnebre,1980,6.3,Cine clásico
En Granada es posible: Concierto,2015,7.4,Conciertos y Óperas
En Granada es posible,2015,7.5,Documental musical
Alf: La película,1996,6.5,Comedia
Momo,1986,7.4,Cine clásico
Cementerio General,2013,5.3,Terror
Los últimos juegos prohibidos,1971,6.2,Cine clásico
Sokolov Legendario,2014,9.7,Conciertos y Óperas
Blue Bird,2011,5.4,Aventuras
"Mrs. B, una mujer norcoreana",2016,6.6,Documental
CineBasura La Peli,2016,5.3,Ciencia ficción
Días sin vida,1959,7.0,Biopic
Excluídas del paraíso,2016,7.6,Documental
Brain Damage,1988,6.4,Cine clásico
El último verano,2016,7.3,Documental
Feliz Nochebuena,1980,5.6,Cine clásico
Mary Beard: Los secretos de Pompeya,2016,8.5,Documental
Objetivo: Bin Laden,2016,5.1,Comedia
Sex Ed,2014,4.7,Comedia
Chouf,2016,7.0,Thriller
Dogs,2016,6.8,Thriller
Last Summer,2015,6.5,Romántica
En la gama de los grises,2015,7.0,Drama
El fin del verano,2015,6.9,Comedia
Mouchette,1967,8.3,Cine clásico
Carga sellada,2015,7.5,Thriller
A la sombra de la cruz,2013,7.4,Documental
Dante no es únicamente severo,1967,6.5,Drama
Fast Company (Tensión en el circuito),1979,6.8,Drama
Pradolongo,2007,5.5,Drama
Larga Noche en Texarkana ,2016,4.8,Drama
¿Hacia el fin del mundo?,1965,6.4,Ciencia ficción
The Evil in Us,2016,5.3,Terror
The Demolisher,2015,3.1,Acción
Ejecta,2014,4.6,Ciencia ficción
Todos tus secretos,2015,6.6,Comedia
El arca de Noé,2014,6.4,Ciencia ficción
"Noi, el albino",2003,7.1,Drama
Dawn,2016,6.9,Drama
China Girl,1987,8.0,Drama
El profesor chiflado,1963,8.0,Comedia
Parada en el infierno,2016,4.9,Western
Amor al primer mordisco,1979,7.0,Cine clásico
La muerte cansada,1921,7.8,Drama
Sokolov Legendario 2,2015,9.3,Conciertos y Óperas
Austerlitz,2016,6.1,Documental
Santa y Andrés,2016,7.3,Drama
Hércules en Nueva York,1970,5.6,Cine clásico
IKEA 2,2016,5.3,Comedia
Boris sin Béatrice,2016,6.5,Drama
No rest for the brave,2003,5.8,Comedia
Como reinas,2016,4.3,Comedia
Rumba 3. De ida y vuelta,2015,8.2,Documental musical
Combustión espontánea,1990,5.4,Cine clásico
Foreign Body,2016,7.5,Drama
"Matar o no matar, éste es el problema",1973,7.3,Terror
Contra el muro,2009,8.3,Documental
Vuelo Nocturno,2016,6.8,Documental
Tomad nuestra voz en vuestras gargantas,2017,6.8,Documental
