R_fighter;B_fighter;win_by;last_round;last_round_time;Format;Referee;date;location;Winner;weight_class;title_bout
Leandro Issa;Russell Doane;Submission;2;4:59;3 Rnd (5-5-5);John Sharp;January 04, 2014;Singapore, Singapore;Russell Doane;Bantamweight;False
Chris Weidman;Anderson Silva;KO/TKO;2;1:16;5 Rnd (5-5-5-5-5);Herb Dean;December 28, 2013;Las Vegas, Nevada, USA;Chris Weidman;Middleweight;True
Ronda Rousey;Miesha Tate;Submission;3;0:58;5 Rnd (5-5-5-5-5);Mario Yamasaki;December 28, 2013;Las Vegas, Nevada, USA;Ronda Rousey;Women's Bantamweight;True
Josh Barnett;Travis Browne;KO/TKO;1;1:00;3 Rnd (5-5-5);Yves Lavigne;December 28, 2013;Las Vegas, Nevada, USA;Travis Browne;Heavyweight;False
Jim Miller;Fabricio Camoes;Submission;1;3:42;3 Rnd (5-5-5);Herb Dean;December 28, 2013;Las Vegas, Nevada, USA;Jim Miller;Lightweight;False
Dustin Poirier;Diego Brandao;KO/TKO;1;4:54;3 Rnd (5-5-5);Mario Yamasaki;December 28, 2013;Las Vegas, Nevada, USA;Dustin Poirier;Featherweight;False
Chris Leben;Uriah Hall;TKO - Doctor's Stoppage;1;5:00;3 Rnd (5-5-5);Steve Mazzagatti;December 28, 2013;Las Vegas, Nevada, USA;Uriah Hall;Middleweight;False
Gleison Tibau;Michael Johnson;KO/TKO;2;1:32;3 Rnd (5-5-5);Yves Lavigne;December 28, 2013;Las Vegas, Nevada, USA;Michael Johnson;Lightweight;False
Dennis Siver;Manvel Gamburyan;Overturned;3;5:00;3 Rnd (5-5-5);Herb Dean;December 28, 2013;Las Vegas, Nevada, USA;;Featherweight;False
John Howard;Siyar Bahadurzada;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;December 28, 2013;Las Vegas, Nevada, USA;John Howard;Welterweight;False
William Patolino;Bobby Voelker;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;December 28, 2013;Las Vegas, Nevada, USA;William Patolino;Welterweight;False
Robert Peralta;Estevan Payan;KO/TKO;3;0:12;3 Rnd (5-5-5);Yves Lavigne;December 28, 2013;Las Vegas, Nevada, USA;Robert Peralta;Featherweight;False
Demetrious Johnson;Joseph Benavidez;KO/TKO;1;2:08;5 Rnd (5-5-5-5-5);John McCarthy;December 14, 2013;Sacramento, California, USA;Demetrious Johnson;Flyweight;True
Urijah Faber;Michael McDonald;Submission;2;3:22;3 Rnd (5-5-5);Herb Dean;December 14, 2013;Sacramento, California, USA;Urijah Faber;Bantamweight;False
Chad Mendes;Nik Lentz;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;December 14, 2013;Sacramento, California, USA;Chad Mendes;Featherweight;False
Joe Lauzon;Mac Danzig;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;December 14, 2013;Sacramento, California, USA;Joe Lauzon;Lightweight;False
Court McGee;Ryan LaFlare;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;December 14, 2013;Sacramento, California, USA;Ryan LaFlare;Welterweight;False
Danny Castillo;Edson Barboza;Decision - Majority;3;5:00;3 Rnd (5-5-5);Mike Beltran;December 14, 2013;Sacramento, California, USA;Edson Barboza;Lightweight;False
Bobby Green;Pat Healy;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;December 14, 2013;Sacramento, California, USA;Bobby Green;Lightweight;False
Scott Jorgensen;Zach Makovsky;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mike Beltran;December 14, 2013;Sacramento, California, USA;Zach Makovsky;Flyweight;False
Sam Stout;Cody McKenzie;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;December 14, 2013;Sacramento, California, USA;Sam Stout;Lightweight;False
Abel Trujillo;Roger Bowling;KO/TKO;2;1:35;3 Rnd (5-5-5);John McCarthy;December 14, 2013;Sacramento, California, USA;Abel Trujillo;Lightweight;False
Darren Uyenoyama;Alptekin Ozkilic;Decision - Split;3;5:00;3 Rnd (5-5-5);Mike Beltran;December 14, 2013;Sacramento, California, USA;Alptekin Ozkilic;Flyweight;False
Mark Hunt;Antonio Silva;Decision - Majority;5;5:00;5 Rnd (5-5-5-5-5);Steve Perceval;December 06, 2013;Brisbane, Queensland, Australia;;Heavyweight;False
Mauricio Rua;James Te Huna;KO/TKO;1;1:03;3 Rnd (5-5-5);John Sharp;December 06, 2013;Brisbane, Queensland, Australia;Mauricio Rua;Light Heavyweight;False
Ryan Bader;Anthony Perosh;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John Sharp;December 06, 2013;Brisbane, Queensland, Australia;Ryan Bader;Light Heavyweight;False
Pat Barry;Soa Palelei;KO/TKO;1;2:09;3 Rnd (5-5-5);Steve Perceval;December 06, 2013;Brisbane, Queensland, Australia;Soa Palelei;Heavyweight;False
Dylan Andrews;Clint Hester;TKO - Doctor's Stoppage;2;5:00;3 Rnd (5-5-5);Cameron Quinn;December 06, 2013;Brisbane, Queensland, Australia;Clint Hester;Middleweight;False
Julie Kedzie;Bethe Correia;Decision - Split;3;5:00;3 Rnd (5-5-5);Steve Perceval;December 06, 2013;Brisbane, Queensland, Australia;Bethe Correia;Women's Bantamweight;False
Takeya Mizugaki;Nam Phan;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John Sharp;December 06, 2013;Brisbane, Queensland, Australia;Takeya Mizugaki;Bantamweight;False
Nick Ring;Caio Magalhaes;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Cameron Quinn;December 06, 2013;Brisbane, Queensland, Australia;Caio Magalhaes;Middleweight;False
Richie Vaculik;Justin Scoggins;KO/TKO;1;4:43;3 Rnd (5-5-5);Steve Perceval;December 06, 2013;Brisbane, Queensland, Australia;Justin Scoggins;Flyweight;False
Bruno Santos;Krzysztof Jotko;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John Sharp;December 06, 2013;Brisbane, Queensland, Australia;Krzysztof Jotko;Middleweight;False
Ben Wall;Alex Garcia;KO/TKO;1;0:43;3 Rnd (5-5-5);Cameron Quinn;December 06, 2013;Brisbane, Queensland, Australia;Alex Garcia;Welterweight;False
Gray Maynard;Nate Diaz;KO/TKO;1;2:38;3 Rnd (5-5-5);Yves Lavigne;November 30, 2013;Las Vegas, Nevada, USA;Nate Diaz;Lightweight;False
Julianna Pena;Jessica Rakoczy;KO/TKO;1;4:59;3 Rnd (5-5-5);Mario Yamasaki;November 30, 2013;Las Vegas, Nevada, USA;Julianna Pena;Women's Bantamweight;True
Chris Holdsworth;Davey Grant;Submission;2;2:10;3 Rnd (5-5-5);Yves Lavigne;November 30, 2013;Las Vegas, Nevada, USA;Chris Holdsworth;Bantamweight;True
Jessamyn Duke;Peggy Morgan;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Kim Winslow;November 30, 2013;Las Vegas, Nevada, USA;Jessamyn Duke;Women's Bantamweight;False
Roxanne Modafferi;Raquel Pennington;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;November 30, 2013;Las Vegas, Nevada, USA;Raquel Pennington;Women's Bantamweight;False
Akira Corassani;Maximo Blanco;DQ;1;0:25;3 Rnd (5-5-5);Mario Yamasaki;November 30, 2013;Las Vegas, Nevada, USA;Akira Corassani;Featherweight;False
Rani Yahya;Tom Niinimaki;Decision - Split;3;5:00;3 Rnd (5-5-5);Kim Winslow;November 30, 2013;Las Vegas, Nevada, USA;Tom Niinimaki;Featherweight;False
Jared Rosholt;Walt Harris;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;November 30, 2013;Las Vegas, Nevada, USA;Jared Rosholt;Heavyweight;False
Sean Spencer;Drew Dober;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Yves Lavigne;November 30, 2013;Las Vegas, Nevada, USA;Sean Spencer;Welterweight;False
Joshua Sampo;Ryan Benoit;Submission;2;4:31;3 Rnd (5-5-5);Chris Tognoni;November 30, 2013;Las Vegas, Nevada, USA;Joshua Sampo;Flyweight;False
Georges St-Pierre;Johny Hendricks;Decision - Split;5;5:00;5 Rnd (5-5-5-5-5);Mario Yamasaki;November 16, 2013;Las Vegas, Nevada, USA;Georges St-Pierre;Welterweight;True
Rashad Evans;Chael Sonnen;KO/TKO;1;4:05;3 Rnd (5-5-5);Herb Dean;November 16, 2013;Las Vegas, Nevada, USA;Rashad Evans;Light Heavyweight;False
Rory MacDonald;Robbie Lawler;Decision - Split;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;November 16, 2013;Las Vegas, Nevada, USA;Robbie Lawler;Welterweight;False
Josh Koscheck;Tyron Woodley;KO/TKO;1;4:38;3 Rnd (5-5-5);Herb Dean;November 16, 2013;Las Vegas, Nevada, USA;Tyron Woodley;Welterweight;False
Tim Elliott;Ali Bagautinov;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Kim Winslow;November 16, 2013;Las Vegas, Nevada, USA;Ali Bagautinov;Flyweight;False
Donald Cerrone;Evan Dunham;Submission;2;3:49;3 Rnd (5-5-5);Mario Yamasaki;November 16, 2013;Las Vegas, Nevada, USA;Donald Cerrone;Lightweight;False
Ed Herman;Thales Leites;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Kim Winslow;November 16, 2013;Las Vegas, Nevada, USA;Thales Leites;Middleweight;False
Brian Ebersole;Rick Story;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;November 16, 2013;Las Vegas, Nevada, USA;Rick Story;Welterweight;False
Erik Perez;Edwin Figueroa;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Kim Winslow;November 16, 2013;Las Vegas, Nevada, USA;Erik Perez;Bantamweight;False
Jason High;Anthony Lapsley;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;November 16, 2013;Las Vegas, Nevada, USA;Jason High;Welterweight;False
Will Campuzano;Sergio Pettis;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;November 16, 2013;Las Vegas, Nevada, USA;Sergio Pettis;Bantamweight;False
Cody Donovan;Gian Villante;KO/TKO;2;1:22;3 Rnd (5-5-5);Kim Winslow;November 16, 2013;Las Vegas, Nevada, USA;Gian Villante;Light Heavyweight;False
Vitor Belfort;Dan Henderson;KO/TKO;1;1:17;5 Rnd (5-5-5-5-5);Dan Miragliotta;November 09, 2013;Goiania, Goias, Brazil;Vitor Belfort;Light Heavyweight;False
Cezar Ferreira;Daniel Sarafian;Decision - Split;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;November 09, 2013;Goiania, Goias, Brazil;Cezar Ferreira;Middleweight;False
Rafael Feijao;Igor Pokrajac;KO/TKO;1;1:18;3 Rnd (5-5-5);Kevin MacDonald;November 09, 2013;Goiania, Goias, Brazil;Rafael Feijao;Light Heavyweight;False
Paulo Thiago;Brandon Thatch;KO/TKO;1;2:10;3 Rnd (5-5-5);Dan Miragliotta;November 09, 2013;Goiania, Goias, Brazil;Brandon Thatch;Welterweight;False
Santiago Ponzinibbio;Ryan LaFlare;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;November 09, 2013;Goiania, Goias, Brazil;Ryan LaFlare;Welterweight;False
Rony Jason;Jeremy Stephens;KO/TKO;1;0:40;3 Rnd (5-5-5);Kevin MacDonald;November 09, 2013;Goiania, Goias, Brazil;Jeremy Stephens;Featherweight;False
Godofredo Pepey;Sam Sicilia;KO/TKO;1;1:42;3 Rnd (5-5-5);Dan Miragliotta;November 09, 2013;Goiania, Goias, Brazil;Sam Sicilia;Featherweight;False
Thiago Perpetuo;Omari Akhmedov;KO/TKO;1;3:31;3 Rnd (5-5-5);Kevin MacDonald;November 09, 2013;Goiania, Goias, Brazil;Omari Akhmedov;Middleweight;False
Thiago Tavares;Justin Salas;Submission;1;2:38;3 Rnd (5-5-5);Dan Miragliotta;November 09, 2013;Goiania, Goias, Brazil;Thiago Tavares;Lightweight;False
Adriano Martins;Daron Cruickshank;Submission;2;2:49;3 Rnd (5-5-5);Mario Yamasaki;November 09, 2013;Goiania, Goias, Brazil;Adriano Martins;Lightweight;False
Jose Maria;Dustin Ortiz;KO/TKO;3;3:19;3 Rnd (5-5-5);Kevin MacDonald;November 09, 2013;Goiania, Goias, Brazil;Dustin Ortiz;Flyweight;False
Tim Kennedy;Rafael Natal;KO/TKO;1;4:40;5 Rnd (5-5-5-5-5);Herb Dean;November 06, 2013;Fort Campbell, Kentucky, USA;Tim Kennedy;Middleweight;False
Liz Carmouche;Alexis Davis;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Gary Copeland;November 06, 2013;Fort Campbell, Kentucky, USA;Alexis Davis;Women's Bantamweight;False
Ronny Markes;Yoel Romero;KO/TKO;3;1:39;3 Rnd (5-5-5);Mario Yamasaki;November 06, 2013;Fort Campbell, Kentucky, USA;Yoel Romero;Middleweight;False
Jorge Masvidal;Rustam Khabilov;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;November 06, 2013;Fort Campbell, Kentucky, USA;Rustam Khabilov;Lightweight;False
Colton Smith;Michael Chiesa;Submission;2;1:41;3 Rnd (5-5-5);Gary Copeland;November 06, 2013;Fort Campbell, Kentucky, USA;Michael Chiesa;Lightweight;False
Bobby Green;James Krause;KO/TKO;1;3:50;3 Rnd (5-5-5);John McCarthy;November 06, 2013;Fort Campbell, Kentucky, USA;Bobby Green;Lightweight;False
George Roop;Francisco Rivera;KO/TKO;2;2:20;3 Rnd (5-5-5);Mario Yamasaki;November 06, 2013;Fort Campbell, Kentucky, USA;Francisco Rivera;Bantamweight;False
Dennis Bermudez;Steven Siler;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;November 06, 2013;Fort Campbell, Kentucky, USA;Dennis Bermudez;Featherweight;False
Amanda Nunes;Germaine de Randamie;KO/TKO;1;3:56;3 Rnd (5-5-5);Herb Dean;November 06, 2013;Fort Campbell, Kentucky, USA;Amanda Nunes;Women's Bantamweight;False
Chris Camozzi;Lorenz Larkin;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;November 06, 2013;Fort Campbell, Kentucky, USA;Lorenz Larkin;Middleweight;False
Yves Edwards;Yancy Medeiros;Overturned;1;2:47;3 Rnd (5-5-5);John McCarthy;November 06, 2013;Fort Campbell, Kentucky, USA;;Lightweight;False
Neil Magny;Seth Baczynski;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;November 06, 2013;Fort Campbell, Kentucky, USA;Seth Baczynski;Welterweight;False
Derek Brunson;Brian Houston;Submission;1;0:48;3 Rnd (5-5-5);Gary Copeland;November 06, 2013;Fort Campbell, Kentucky, USA;Derek Brunson;Middleweight;False
Lyoto Machida;Mark Munoz;KO/TKO;1;3:10;5 Rnd (5-5-5-5-5);Leon Roberts;October 26, 2013;Manchester, England, United Kingdom;Lyoto Machida;Middleweight;False
Ross Pearson;Melvin Guillard;Could Not Continue;1;1:57;3 Rnd (5-5-5);Marc Goddard;October 26, 2013;Manchester, England, United Kingdom;;Lightweight;False
Jimi Manuwa;Ryan Jimmo;KO/TKO;2;4:41;3 Rnd (5-5-5);Neil Hall;October 26, 2013;Manchester, England, United Kingdom;Jimi Manuwa;Light Heavyweight;False
Norman Parke;Jon Tuck;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Leon Roberts;October 26, 2013;Manchester, England, United Kingdom;Norman Parke;Lightweight;False
Alessio Sakara;Nico Musoke;Submission;1;3:07;3 Rnd (5-5-5);Marc Goddard;October 26, 2013;Manchester, England, United Kingdom;Nico Musoke;Middleweight;False
Phil Harris;John Lineker;KO/TKO;1;2:51;3 Rnd (5-5-5);Neil Hall;October 26, 2013;Manchester, England, United Kingdom;John Lineker;Flyweight;False
Al Iaquinta;Piotr Hallmann;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);;October 26, 2013;Manchester, England, United Kingdom;Al Iaquinta;Lightweight;False
Luke Barnatt;Andrew Craig;Submission;2;2:12;3 Rnd (5-5-5);Marc Goddard;October 26, 2013;Manchester, England, United Kingdom;Luke Barnatt;Middleweight;False
Rosi Sexton;Jessica Andrade;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Neil Hall;October 26, 2013;Manchester, England, United Kingdom;Jessica Andrade;Women's Bantamweight;False
Andy Ogle;Cole Miller;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Leon Roberts;October 26, 2013;Manchester, England, United Kingdom;Cole Miller;Featherweight;False
Jimy Hettes;Rob Whiteford;Submission;2;2:17;3 Rnd (5-5-5);Neil Hall;October 26, 2013;Manchester, England, United Kingdom;Jimy Hettes;Featherweight;False
Bradley Scott;Michael Kuiper;Submission;1;4:17;3 Rnd (5-5-5);Marc Goddard;October 26, 2013;Manchester, England, United Kingdom;Bradley Scott;Middleweight;False
Cain Velasquez;Junior Dos Santos;KO/TKO;5;3:09;5 Rnd (5-5-5-5-5);Herb Dean;October 19, 2013;Houston, Texas, USA;Cain Velasquez;Heavyweight;True
Daniel Cormier;Roy Nelson;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jacob Montalvo;October 19, 2013;Houston, Texas, USA;Daniel Cormier;Heavyweight;False
Gilbert Melendez;Diego Sanchez;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Kerry Hatley;October 19, 2013;Houston, Texas, USA;Gilbert Melendez;Lightweight;False
Gabriel Gonzaga;Shawn Jordan;KO/TKO;1;1:33;3 Rnd (5-5-5);Jason Stafin;October 19, 2013;Houston, Texas, USA;Gabriel Gonzaga;Heavyweight;False
John Dodson;Darrell Montague;KO/TKO;1;4:13;3 Rnd (5-5-5);Jacob Montalvo;October 19, 2013;Houston, Texas, USA;John Dodson;Flyweight;False
Tim Boetsch;CB Dollaway;Decision - Split;3;5:00;3 Rnd (5-5-5);Kerry Hatley;October 19, 2013;Houston, Texas, USA;Tim Boetsch;Middleweight;False
Nate Marquardt;Hector Lombard;KO/TKO;1;1:48;3 Rnd (5-5-5);Jason Stafin;October 19, 2013;Houston, Texas, USA;Hector Lombard;Welterweight;False
Sarah Kaufman;Jessica Eye;Overturned;3;5:00;3 Rnd (5-5-5);Jacob Montalvo;October 19, 2013;Houston, Texas, USA;;Women's Bantamweight;False
George Sotiropoulos;KJ Noons;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;October 19, 2013;Houston, Texas, USA;KJ Noons;Lightweight;False
TJ Waldburger;Adlan Amagov;KO/TKO;1;3:00;3 Rnd (5-5-5);Jason Stafin;October 19, 2013;Houston, Texas, USA;Adlan Amagov;Welterweight;False
Tony Ferguson;Mike Rio;Submission;1;1:52;3 Rnd (5-5-5);Kerry Hatley;October 19, 2013;Houston, Texas, USA;Tony Ferguson;Lightweight;False
Jeremy Larsen;Andre Fili;KO/TKO;2;0:53;3 Rnd (5-5-5);Jacob Montalvo;October 19, 2013;Houston, Texas, USA;Andre Fili;Featherweight;False
Dustin Pague;Kyoji Horiguchi;KO/TKO;2;3:51;3 Rnd (5-5-5);Herb Dean;October 19, 2013;Houston, Texas, USA;Kyoji Horiguchi;Bantamweight;False
Demian Maia;Jake Shields;Decision - Split;5;5:00;5 Rnd (5-5-5-5-5);Marc Goddard;October 09, 2013;Barueri, Sao Paulo, Brazil;Jake Shields;Welterweight;False
Erick Silva;Dong Hyun Kim;KO/TKO;2;3:01;3 Rnd (5-5-5);Mario Yamasaki;October 09, 2013;Barueri, Sao Paulo, Brazil;Dong Hyun Kim;Welterweight;False
Thiago Silva;Matt Hamill;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Keith Peterson;October 09, 2013;Barueri, Sao Paulo, Brazil;Thiago Silva;Light Heavyweight;False
Fabio Maldonado;Joey Beltran;Decision - Split;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;October 09, 2013;Barueri, Sao Paulo, Brazil;Fabio Maldonado;Light Heavyweight;False
Rousimar Palhares;Mike Pierce;Submission;1;0:31;3 Rnd (5-5-5);Keith Peterson;October 09, 2013;Barueri, Sao Paulo, Brazil;Rousimar Palhares;Welterweight;False
Raphael Assuncao;TJ Dillashaw;Decision - Split;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;October 09, 2013;Barueri, Sao Paulo, Brazil;Raphael Assuncao;Bantamweight;False
Ildemar Alcantara;Igor Araujo;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;October 09, 2013;Barueri, Sao Paulo, Brazil;Igor Araujo;Welterweight;False
Yan Cabral;David Mitchell;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;October 09, 2013;Barueri, Sao Paulo, Brazil;Yan Cabral;Welterweight;False
Iliarde Santos;Chris Cariaso;KO/TKO;2;4:31;3 Rnd (5-5-5);Keith Peterson;October 09, 2013;Barueri, Sao Paulo, Brazil;Chris Cariaso;Flyweight;False
Alan Patrick;Garett Whiteley;KO/TKO;1;3:54;3 Rnd (5-5-5);Marc Goddard;October 09, 2013;Barueri, Sao Paulo, Brazil;Alan Patrick;Lightweight;False
Jon Jones;Alexander Gustafsson;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);John McCarthy;September 21, 2013;Toronto, Ontario, Canada;Jon Jones;Light Heavyweight;True
Renan Barao;Eddie Wineland;KO/TKO;2;0:35;5 Rnd (5-5-5-5-5);Yves Lavigne;September 21, 2013;Toronto, Ontario, Canada;Renan Barao;Bantamweight;True
Brendan Schaub;Matt Mitrione;Submission;1;4:06;3 Rnd (5-5-5);Dan Miragliotta;September 21, 2013;Toronto, Ontario, Canada;Brendan Schaub;Heavyweight;False
Costas Philippou;Francis Carmont;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;September 21, 2013;Toronto, Ontario, Canada;Francis Carmont;Middleweight;False
Pat Healy;Khabib Nurmagomedov;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Yves Lavigne;September 21, 2013;Toronto, Ontario, Canada;Khabib Nurmagomedov;Lightweight;False
Mike Ricci;Myles Jury;Decision - Split;3;5:00;3 Rnd (5-5-5);John McCarthy;September 21, 2013;Toronto, Ontario, Canada;Myles Jury;Lightweight;False
Ivan Menjivar;Wilson Reis;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Yves Lavigne;September 21, 2013;Toronto, Ontario, Canada;Wilson Reis;Bantamweight;False
Chris Clements;Stephen Thompson;KO/TKO;2;1:27;3 Rnd (5-5-5);John McCarthy;September 21, 2013;Toronto, Ontario, Canada;Stephen Thompson;Welterweight;False
Mitch Gagnon;Dustin Kimura;Submission;1;4:05;3 Rnd (5-5-5);Yves Lavigne;September 21, 2013;Toronto, Ontario, Canada;Mitch Gagnon;Bantamweight;False
John Makdessi;Renee Forte;KO/TKO;1;2:01;3 Rnd (5-5-5);Todd Ronald Anderson;September 21, 2013;Toronto, Ontario, Canada;John Makdessi;Lightweight;False
Michel Prazeres;Jesse Ronson;Decision - Split;3;5:00;3 Rnd (5-5-5);Yves Lavigne;September 21, 2013;Toronto, Ontario, Canada;Michel Prazeres;Lightweight;False
Roland Delorme;Alex Caceres;Decision - Split;3;5:00;3 Rnd (5-5-5);Todd Ronald Anderson;September 21, 2013;Toronto, Ontario, Canada;Alex Caceres;Bantamweight;False
Nandor Guelmino;Daniel Omielanczuk;KO/TKO;3;3:18;3 Rnd (5-5-5);Dan Miragliotta;September 21, 2013;Toronto, Ontario, Canada;Daniel Omielanczuk;Heavyweight;False
Glover Teixeira;Ryan Bader;KO/TKO;1;2:55;5 Rnd (5-5-5-5-5);Herb Dean;September 04, 2013;Belo Horizonte, Minas Gerais, Brazil;Glover Teixeira;Light Heavyweight;False
Yushin Okami;Jacare Souza;KO/TKO;1;2:47;3 Rnd (5-5-5);Leon Roberts;September 04, 2013;Belo Horizonte, Minas Gerais, Brazil;Jacare Souza;Middleweight;False
Joseph Benavidez;Jussier Formiga;KO/TKO;1;3:07;3 Rnd (5-5-5);Mario Yamasaki;September 04, 2013;Belo Horizonte, Minas Gerais, Brazil;Joseph Benavidez;Flyweight;False
Francisco Trinaldo;Piotr Hallmann;Submission;2;3:50;3 Rnd (5-5-5);Neil Hall;September 04, 2013;Belo Horizonte, Minas Gerais, Brazil;Piotr Hallmann;Lightweight;False
Rafael Natal;Tor Troeng;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Leon Roberts;September 04, 2013;Belo Horizonte, Minas Gerais, Brazil;Rafael Natal;Middleweight;False
Marcos Vinicius;Ali Bagautinov;KO/TKO;3;3:28;3 Rnd (5-5-5);Mario Yamasaki;September 04, 2013;Belo Horizonte, Minas Gerais, Brazil;Ali Bagautinov;Flyweight;False
Felipe Arantes;Kevin Souza;Decision - Split;3;5:00;3 Rnd (5-5-5);Neil Hall;September 04, 2013;Belo Horizonte, Minas Gerais, Brazil;Kevin Souza;Featherweight;False
Lucas Martins;Junior Hernandez;Submission;1;1:10;3 Rnd (5-5-5);Herb Dean;September 04, 2013;Belo Horizonte, Minas Gerais, Brazil;Lucas Martins;Bantamweight;False
Joao Zeferino;Elias Silverio;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Leon Roberts;September 04, 2013;Belo Horizonte, Minas Gerais, Brazil;Elias Silverio;Welterweight;False
Keith Wisniewski;Ivan Jorge;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;September 04, 2013;Belo Horizonte, Minas Gerais, Brazil;Ivan Jorge;Welterweight;False
Yuri Villefort;Sean Spencer;Decision - Split;3;5:00;3 Rnd (5-5-5);Neil Hall;September 04, 2013;Belo Horizonte, Minas Gerais, Brazil;Sean Spencer;Welterweight;False
Benson Henderson;Anthony Pettis;Submission;1;4:41;5 Rnd (5-5-5-5-5);Herb Dean;August 31, 2013;Milwaukee, Wisconsin, USA;Anthony Pettis;Lightweight;True
Frank Mir;Josh Barnett;KO/TKO;1;1:56;3 Rnd (5-5-5);Rob Hinds;August 31, 2013;Milwaukee, Wisconsin, USA;Josh Barnett;Heavyweight;False
Chad Mendes;Clay Guida;KO/TKO;3;0:30;3 Rnd (5-5-5);Yves Lavigne;August 31, 2013;Milwaukee, Wisconsin, USA;Chad Mendes;Featherweight;False
